Time,Temperature - E+R IAQ 3 F,Humidity - E+R IAQ 3 %,Carbon Dioxide (CO2) - E+R IAQ 3 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 3 ppb,Particulate Matter (PM2.5) - E+R IAQ 3 ug/m3,Particulate Matter (PM10) - E+R IAQ 3 ug/m3,Formaldehyde (HCHO) - E+R IAQ 3 mg/m3,Carbon Monoxide (CO) - E+R IAQ 3 ppm,Temperature - E+R IAQ 8 F,Humidity - E+R IAQ 8 %,Carbon Dioxide (CO2) - E+R IAQ 8 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 8 ppb,Particulate Matter (PM2.5) - E+R IAQ 8 ug/m3,Particulate Matter (PM10) - E+R IAQ 8 ug/m3,Formaldehyde (HCHO) - E+R IAQ 8 mg/m3,Carbon Monoxide (CO) - E+R IAQ 8 ppm,Temperature - E+R IAQ 1 F,Humidity - E+R IAQ 1 %,Carbon Dioxide (CO2) - E+R IAQ 1 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 1 ppb,Particulate Matter (PM2.5) - E+R IAQ 1 ug/m3,Particulate Matter (PM10) - E+R IAQ 1 ug/m3,Formaldehyde (HCHO) - E+R IAQ 1 mg/m3,Carbon Monoxide (CO) - E+R IAQ 1 ppm,Temperature - E+R IAQ 5 F,Humidity - E+R IAQ 5 %,Carbon Dioxide (CO2) - E+R IAQ 5 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 5 ppb,Particulate Matter (PM2.5) - E+R IAQ 5 ug/m3,Particulate Matter (PM10) - E+R IAQ 5 ug/m3,Formaldehyde (HCHO) - E+R IAQ 5 mg/m3,Carbon Monoxide (CO) - E+R IAQ 5 ppm,Temperature - E+R IAQ 11 F,Humidity - E+R IAQ 11 %,Carbon Dioxide (CO2) - E+R IAQ 11 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 11 ppb,Particulate Matter (PM2.5) - E+R IAQ 11 ug/m3,Particulate Matter (PM10) - E+R IAQ 11 ug/m3,Formaldehyde (HCHO) - E+R IAQ 11 mg/m3,Carbon Monoxide (CO) - E+R IAQ 11 ppm,Temperature - E+R  IAQ 10 F,Humidity - E+R  IAQ 10 %,Carbon Dioxide (CO2) - E+R  IAQ 10 ppm,Volatile Organic Compounds (VOC) - E+R  IAQ 10 ppb,Particulate Matter (PM2.5) - E+R  IAQ 10 ug/m3,Particulate Matter (PM10) - E+R  IAQ 10 ug/m3,Formaldehyde (HCHO) - E+R  IAQ 10 mg/m3,Carbon Monoxide (CO) - E+R  IAQ 10 ppm
9/25/2023 15:45,,,,,,,,,75.69709949,67.48251343,726,994,43,55,0.037,0,84.65470105,59.77682495,733,4015,116,137,0.174,0,,,,,,,0,0,,,,,,,,,78.08611499,55.53869629,374,80,41,49,0,0
9/25/2023 15:50,,,,,,,,,75.91428271,67.67706299,672,4387,43,55,0.129,0,84.87188428,59.76919556,760,3939,112,132,0.17,0,72.6565343,52.81500244,342,149,19,19,0,0,,,,,,,,,78.46739221,55.3899231,372,98,104,114,0,0
9/25/2023 15:55,73.9306759,50.58912659,612,79,211,238,0,0,76.0059823,66.69668579,665,4733,44,56,0.115,0,85.07458862,59.46592712,748,3682,105,122,0.163,0,72.28973596,52.16078186,342,138,23,25,0,0,,,,,,,,,77.47317566,55.03515625,377,155,67,75,0,0
9/25/2023 16:00,,,,,,,,,75.54265808,62.20297241,647,2411,39,48,0.021,0,85.23868262,59.21606445,725,3482,99,116,0.16,0,72.47796143,53.64660645,341,142,21,22,0,0,,,,,,,,,76.49343799,54.87493896,377,124,51,64,0,0
9/25/2023 16:05,,,,,,,,,75.16620715,58.95857239,645,1944,39,48,0.011,0,85.36416626,59.05775452,709,3359,97,113,0.159,0,72.76753906,52.76350403,341,152,19,20,0,0,,,,,,,,,76.50791687,55.11717224,373,87,43,52,0,0
9/25/2023 16:10,,,,,,,,,75.10829163,59.81878662,650,1793,39,48,0.021,0,85.47034473,58.90898132,693,3176,91,108,0.15,0,72.36695667,52.05778503,340,140,24,26,0,0,,,,,,,,,76.14594482,54.51445007,381,243,43,52,0,0
9/25/2023 16:15,,,,,,,,,75.33512744,59.1512146,668,1544,38,47,0.022,0,85.53791284,58.81552124,673,3044,88,101,0.15,0,72.14977344,52.28666687,338,129,26,28,0,0,,,,,,,,,75.51370032,54.46676636,399,345,41,49,0,0
9/25/2023 16:20,,,,,,,,,75.15655457,56.94250488,674,1456,34,41,0.023,0,85.61995984,58.7315979,650,2931,81,95,0.147,0,72.733755,52.91609192,337,145,21,22,0,0,,,,,,,,,75.21447009,54.16540527,406,325,39,47,0,0
9/25/2023 16:25,,,,,,,,,75.36408521,57.93241882,703,1744,34,42,0.036,0,85.69235425,58.60571289,635,2816,78,91,0.14,0,72.62757654,52.23516846,336,138,20,21,0,0,72.74823389,65.2928772,462,61,11,12,0,0,74.9731554,53.97085571,409,330,38,45,0,0
9/25/2023 16:30,,,,,,,,,75.24825415,57.32969666,703,1618,34,41,0.031,0,85.74061719,58.51416016,617,2753,74,85,0.14,0,72.23182043,51.72209167,335,128,27,29,0,0,72.74340759,65.13265991,459,55,12,12,0,0,74.74149329,53.84115601,414,314,35,40,0,0
9/25/2023 16:35,,,,,,,,,75.54265808,58.03923035,724,1890,38,47,0.044,0,85.79853271,58.5160675,598,2680,69,80,0.14,0,72.1015105,51.85942078,335,122,22,23,0,0,,,,,,,,,74.54844153,53.55505371,417,317,33,38,0,0
9/25/2023 16:40,,,,,,,,,75.43647961,55.18202209,712,1436,35,42,0.03,0,85.84679565,58.63241577,584,2615,68,78,0.132,0,72.69997095,52.74824524,335,137,17,17,0,0,,,,,,,,,74.38434753,53.41009521,418,323,31,34,0,0
9/25/2023 16:45,,,,,,,,,75.48474255,56.18147278,725,1409,33,39,0.034,0,85.91919006,58.68200684,572,2550,63,76,0.13,0,72.65170801,51.95478821,335,136,23,24,0,0,,,,,,,,,74.2492113,53.34524536,420,358,30,32,0,0
9/25/2023 16:50,,,,,,,,,75.34960632,54.18066406,724,1228,31,35,0.03,0,85.99641077,58.74304199,555,2508,61,75,0.13,0,72.25112561,51.46078491,334,124,22,24,0,0,,,,,,,,,74.11407507,53.31663513,429,374,48,51,0,0
9/25/2023 16:55,,,,,,,,,75.41717444,54.89782715,744,1211,29,31,0.03,0,86.07845776,58.78118896,544,2450,58,72,0.13,0,72.21251526,52.08067322,332,123,23,24,0,0,,,,,,,,,74.01754919,53.16976929,436,407,127,132,0,0
9/25/2023 17:00,,,,,,,,,75.38821667,53.40055847,742,1100,25,27,0.029,0,86.15567847,58.95285034,527,2376,57,71,0.124,0,72.733755,52.09783936,333,134,19,20,0,0,,,,,,,,,,,,,,,,
9/25/2023 17:05,,,,,,,,,75.47991626,53.86976624,759,1086,24,25,0.03,0,86.19911511,58.63050842,519,2453,56,71,0.128,0,72.42969849,51.69538879,332,129,18,19,0,0,,,,,,,,,73.91137073,53.02671814,439,348,57,68,0,0
9/25/2023 17:10,,,,,,,,,75.43165332,53.00764465,748,983,21,23,0.03,0,86.23772546,58.57519531,520,2513,57,71,0.13,0,72.19803638,52.04252625,331,121,22,22,0,0,,,,,,,,,73.85828149,52.91036987,442,339,50,62,0,0
9/25/2023 17:15,,,,,,,,,75.54265808,53.425354,754,959,19,21,0.03,0,86.27633582,58.55802917,517,2510,55,70,0.13,0,72.65170801,52.05778503,330,133,17,17,0,0,,,,,,,,,73.7762345,52.83407593,444,322,47,57,0,0
9/25/2023 17:20,,,,,,,,,75.48956885,52.54797363,728,924,17,18,0.028,0,86.34390393,59.1512146,517,2563,54,70,0.137,0,72.46348254,51.53326416,330,130,19,20,0,0,73.03298523,63.8928833,462,48,11,11,0,0,73.72314526,52.7272644,445,315,44,54,0,0
9/25/2023 17:25,,,,,,,,,75.59092102,53.23271179,738,900,18,18,0.03,0,86.39699316,59.076828,517,2490,52,67,0.131,0,72.23182043,52.177948,330,119,26,28,0,0,73.06194299,63.76318359,461,49,11,12,0,0,73.65075085,52.61663818,447,300,42,50,0,0
9/25/2023 17:30,,,,,,,,,75.57161584,52.37631226,719,765,15,16,0.024,0,,,,,,,,,72.71444983,52.28857422,330,134,19,20,0,0,,,,,,,,,,,,,,,,
9/25/2023 17:35,,,,,,,,,75.66814172,53.20410156,708,744,16,17,0.027,0,86.42595093,58.80026245,511,2499,51,66,0.13,0,72.4972666,51.28340149,331,128,21,22,0,0,,,,,,,,,73.50113574,52.48503113,452,263,37,43,0,0
9/25/2023 17:40,,,,,,,,,75.65848914,52.25805664,724,712,15,16,0.021,0,86.4500824,58.92042542,507,2538,51,66,0.13,0,72.24147302,51.07168579,330,119,28,30,0,0,,,,,,,,,73.42391504,52.50410461,454,252,34,39,0,0
9/25/2023 17:45,,,,,,,,,75.72123096,54.91117859,717,664,20,21,0.03,0,86.53212939,58.98718262,501,2533,50,63,0.13,0,72.27043079,52.40492249,330,117,23,24,0,0,,,,,,,,,73.26947363,53.22317505,454,259,70,74,0,0
9/25/2023 17:50,,,,,,,,,75.74053613,56.63923645,757,717,18,19,0.03,0,86.56108716,58.8651123,498,2543,50,64,0.13,0,72.68066577,51.73735046,330,133,16,16,0,0,,,,,,,,,73.44322021,52.50982666,462,312,106,110,0,0
9/25/2023 17:55,,,,,,,,,75.7646676,57.32778931,741,691,20,21,0.03,0,86.59487122,58.91661072,497,2592,49,63,0.134,0,72.3428252,50.91337585,330,124,20,21,0,0,,,,,,,,,73.33704175,52.78067017,466,273,66,74,0,0
9/25/2023 18:00,,,,,,,,,75.56196326,57.37738037,790,693,18,21,0.03,0,,,,,,,0.138,0,72.39591443,52.22563171,330,120,19,20,0,0,,,,,,,,,73.54939868,53.40818787,471,275,56,68,0,0
9/25/2023 18:05,,,,,,,,,75.6053999,57.47846985,778,699,19,20,0.03,0,86.63830786,58.99481201,494,2652,49,63,0.139,0,72.77236536,51.76977539,331,131,22,23,0,0,,,,,,,,,74.19129578,53.7076416,469,252,51,63,0,0
9/25/2023 18:10,,,,,,,,,75.43647961,55.80000305,779,679,15,16,0.03,0,86.66726563,59.09399414,493,2651,48,62,0.14,0,72.29938855,51.04879761,331,122,26,28,0,0,,,,,,,,,74.71253552,53.62753296,470,254,50,62,0,0
9/25/2023 18:15,,,,,,,,,75.45578479,56.20054626,776,637,15,16,0.03,0,86.73483374,58.95475769,488,2645,47,60,0.138,0,72.4200459,51.89756775,329,120,19,20,0,0,,,,,,,,,75.07450757,53.57221985,480,259,49,60,0,0
9/25/2023 18:20,,,,,,,,,75.3689115,55.02371216,773,605,14,15,0.025,0,86.79274927,58.79072571,484,2594,46,59,0.131,0,72.5744873,51.2681427,330,128,18,19,0,0,,,,,,,,,75.49922144,53.77630615,483,226,47,57,0,0
9/25/2023 18:25,,,,,,,,,75.42682703,54.89401245,764,575,14,15,0.024,0,86.81688074,58.60380554,479,2533,46,59,0.13,0,72.24147302,51.59429932,330,112,23,24,0,0,,,,,,,,,75.93358789,53.76867676,490,252,51,60,0,0
9/25/2023 18:30,,,,,,,,,75.31582227,54.24932861,761,556,13,14,0.022,0,86.82170703,58.82315063,481,2556,46,58,0.13,0,72.58896619,51.7507019,330,122,18,19,0,0,,,,,,,,,,,,,,,,
9/25/2023 18:35,,,,,,,,,75.33995374,53.7114563,752,539,11,13,0.02,0,86.80240186,59.15884399,489,2620,46,58,0.13,0,72.36213037,50.89430237,330,117,21,22,0,0,,,,,,,,,76.4065647,53.47685242,488,405,66,73,0,0
9/25/2023 18:40,,,,,,,,,75.27238562,53.90409851,742,515,11,12,0.02,0,,,,,,,,,72.4972666,52.03108215,330,117,23,25,0,0,72.82545459,62.36509705,478,115,10,11,0,0,76.31486511,53.46350098,487,441,56,67,0,0
9/25/2023 18:45,,,,,,,,,75.30616968,53.01908875,730,522,11,12,0.02,0,86.78792297,59.87791443,511,4407,44,56,0.212,0,72.55035583,51.07931519,330,121,18,19,0,0,,,,,,,,,76.32934399,53.57221985,484,437,53,65,0,0
9/25/2023 18:50,,,,,,,,,75.27238562,53.23271179,728,512,11,12,0.02,0,86.80240186,59.79971313,539,7360,43,53,0.37,0,72.22699414,51.46078491,329,109,20,21,0,0,,,,,,,,,76.49826428,53.81445313,476,323,49,60,0,0
9/25/2023 18:55,,,,,,,,,75.24342786,52.97712708,727,512,11,11,0.02,0,86.72518115,57.57765198,513,5807,39,48,0.332,0,72.62757654,51.19184875,329,121,16,16,0,0,,,,,,,,,76.67201086,53.82780457,465,315,49,60,0,0
9/25/2023 19:00,,,,,,,,,75.26273303,52.67195129,725,490,10,11,0.02,0,86.73966003,58.41116333,494,6175,38,48,0.32,0,72.36213037,50.41937256,329,114,23,25,0,0,,,,,,,,,76.70096863,53.77058411,465,357,49,60,0,0
9/25/2023 19:05,,,,,,,,,75.19999121,52.72344971,723,490,9,10,0.02,0,86.77827039,59.2217865,510,6569,40,50,0.32,0,72.20286267,51.50465393,329,106,23,24,0,0,,,,,,,,,76.8795415,53.90791321,465,255,47,58,0,0
9/25/2023 19:10,,,,,,,,,75.21447009,52.40682983,720,475,9,9,0.02,0,86.7686178,59.7119751,523,6922,40,49,0.32,0,72.4972666,50.88095093,329,116,20,22,0,0,,,,,,,,,77.19325061,53.79728699,455,228,50,62,0,0
9/25/2023 19:15,,,,,,,,,75.22412268,52.26187134,714,531,9,9,0.02,0,86.73483374,59.80352783,528,7314,40,50,0.32,0,72.16907861,51.03735352,329,109,23,25,0,0,,,,,,,,,,,,,,,,
9/25/2023 19:20,,,,,,,,,75.1324231,52.61473083,704,546,8,9,0.02,0,86.72518115,59.94657898,530,7927,39,49,0.325,0,72.48278772,51.03353882,328,119,21,22,0,0,,,,,,,,,,,,,,,,
9/25/2023 19:25,,,,,,,,,75.11311792,52.42971802,706,539,8,9,0.02,0,86.71552856,60.03813171,529,8970,39,48,0.342,0,72.17390491,51.01065063,328,109,21,22,0,0,,,,,,,,,,,,,,,,
9/25/2023 19:30,,,,,,,,,75.09863904,53.54360962,714,553,8,9,0.021,0,86.70104968,60.03431702,528,9685,39,48,0.357,0,72.42487219,51.11174011,328,119,20,21,,,,,,,,,,,76.99537256,54.35041809,519,484,62,72,0,0
9/25/2023 19:35,,,,,,,,,75.06485498,53.50546265,717,529,8,8,0.02,0,86.68174451,60.10298157,528,10349,39,48,0.365,0,72.21734155,51.13844299,328,114,23,25,0,0,,,,,,,,,77.00502515,54.57739258,549,488,65,74,0,0
9/25/2023 19:40,,,,,,,,,75.12277051,52.87031555,719,580,9,9,0.02,0,86.67209192,60.13540649,527,10992,39,47,0.377,0,72.46830884,50.9934845,328,124,23,25,0,0,,,,,,,,,,,,,,,,
9/25/2023 19:45,,,,,,,,,75.03589722,52.87794495,725,726,8,8,0.021,0,86.66243933,60.10488892,526,11288,38,47,0.371,0,72.16907861,51.1269989,328,114,22,23,0,0,,,,,,,,,,,,,,,,
9/25/2023 19:50,,,,,,,,,75.05520239,52.77685547,735,1736,8,8,0.055,0,86.65761304,60.12014771,526,11612,38,47,0.373,0,72.36695667,50.95152283,329,126,23,24,0,0,73.9306759,62.40133667,597,140,11,12,0,0,77.11120361,55.15722656,612,939,417,439,0.014,0
9/25/2023 19:55,,,,,,,,,75.05520239,53.07249451,752,1796,8,9,0.043,0,86.64796045,60.20597839,525,11879,37,46,0.37,0,72.22699414,51.28721619,331,131,28,31,0,0,73.33221545,61.78907776,549,114,17,18,0,0,77.17877173,55.33270264,629,1012,345,361,0.021,0
9/25/2023 20:00,,,,,,,,,74.96350281,52.84361267,765,1714,8,9,0.033,0,86.63348157,60.15447998,524,12187,38,46,0.372,0,72.5793136,50.93817139,336,200,24,25,0,0,73.06194299,61.96646118,552,166,22,24,0.004,0,77.22220837,55.33460999,628,814,262,275,0.01,0
9/25/2023 20:05,,,,,,,,,75.02624463,52.45069885,783,1698,7,8,0.029,0,86.61417639,60.18499756,524,12389,37,46,0.37,0,72.08220532,50.32591248,349,247,21,22,0.001,0,72.815802,61.86155701,551,169,22,23,0.003,0,77.24151355,55.37275696,629,763,234,246,0.003,0
9/25/2023 20:10,,,,,,,,,74.98763428,52.53843689,795,1620,8,8,0.027,0,86.61417639,60.20407104,523,12619,37,46,0.366,0,72.24147302,51.38449097,362,244,23,25,0.004,0,,,,,,,,,77.25116614,55.46621704,627,739,221,230,0,0
9/25/2023 20:15,,,,,,,,,74.95867651,52.49647522,806,1507,7,7,0.02,0,86.6045238,60.15829468,521,12876,37,45,0.37,0,72.11598938,50.03027344,368,230,24,27,0,0,,,,,,,,,,,,,,,,
9/25/2023 20:20,,,,,,,,,75.00211316,52.06541443,813,1491,8,8,0.02,0,86.59004492,60.14494324,519,12937,37,45,0.367,0,72.16907861,50.85043335,368,219,23,24,0,0,,,,,,,,,,,,,,,,
9/25/2023 20:25,,,,,,,,,74.96350281,52.43162537,821,1460,7,7,0.02,0,86.58039233,60.09153748,517,13072,36,43,0.363,0,72.14494714,50.12373352,368,212,26,27,0,0,72.75788647,61.04139709,554,116,34,40,0,0,77.34286572,55.82861328,623,779,210,220,0.001,0
9/25/2023 20:30,,,,,,,,,74.93937134,52.29429626,839,1353,8,8,0.02,0,86.57073975,60.0533905,517,12963,36,44,0.353,0,72.08703162,50.72454834,367,206,22,23,0,0,,,,,,,,,77.37664978,55.99073792,644,1055,217,228,0.015,0
9/25/2023 20:35,,,,,,,,,74.92006616,52.26950073,837,1284,9,10,0.02,0,,,,,,,,,72.09185791,50.00547791,367,205,25,26,0,0,,,,,,,,,77.40560754,55.9430542,662,1059,214,227,0.01,0
9/25/2023 20:40,,,,,,,,,74.89593469,52.42971802,828,1239,8,10,0.02,0,,,,,,,,,72.13529456,50.80084229,367,202,25,27,0,0,74.02237549,61.55638123,580,145,31,35,0,0,,,,,,,,
9/25/2023 20:45,,,,,,,,,74.86215063,52.30574036,819,2011,9,9,0.043,0,86.32942505,59.58990479,515,10454,34,42,0.277,0,72.14977344,50.75697327,367,199,26,29,,,73.39978357,60.83349609,581,118,30,32,0,0,77.50213342,55.9354248,702,2407,261,275,0.052,0
9/25/2023 20:50,,,,,,,,,74.87180322,51.80410767,816,4889,9,9,0.108,0,86.38734058,59.8493042,522,10881,33,39,0.267,0,72.27525708,50.71882629,366,202,24,25,0,0,72.69031836,60.74003601,572,99,26,27,0,0,77.58418042,56.14141846,731,3052,314,333,0.057,0
9/25/2023 20:55,,,,,,,,,74.83319287,52.1741333,819,4025,8,9,0.061,0,86.42112463,60.11633301,522,11330,34,41,0.277,0,72.12564197,50.95915222,365,198,24,25,0,0,,,,,,,,,,,,,,,,
9/25/2023 21:00,,,,,,,,,74.83319287,52.06922913,828,3585,9,10,0.042,0,86.37768799,60.53213501,520,11863,34,41,0.296,0,72.23182043,50.74552917,365,200,25,26,0,0,,,,,,,,,77.64209595,56.55149841,745,3113,256,271,0.02,0
9/25/2023 21:05,,,,,,,,,74.84767175,52.20655823,839,3467,9,10,0.034,0,86.33425134,60.91932678,536,12239,34,41,0.311,0,72.26560449,51.39593506,364,198,25,27,0,0,,,,,,,,,77.67588,56.43515015,747,3196,243,257,0.012,0
9/25/2023 21:10,,,,,,,,,74.8090614,52.39920044,844,3075,9,9,0.028,0,86.33425134,61.04711914,557,12271,34,40,0.315,0,72.11598938,51.01065063,364,197,27,29,0,0,,,,,,,,,77.70966406,56.40653992,750,3020,297,317,0.001,0
9/25/2023 21:15,,,,,,,,,74.78975623,52.41827393,854,2841,8,9,0.03,0,86.35838281,61.34848022,606,12737,32,38,0.322,0,72.23182043,50.88285828,364,200,22,22,0,0,,,,,,,,,77.73379553,56.46566772,756,3134,468,510,0.003,0
9/25/2023 21:20,,,,,,,,,74.78492993,52.40873718,847,2747,9,9,0.03,0,86.28116211,61.31987,617,11678,32,37,0.301,0,72.19321008,51.51800537,363,189,23,23,0,0,,,,,,,,,77.74827441,56.49427795,773,4379,402,434,0.038,0
9/25/2023 21:25,,,,,,,,,74.78492993,52.64906311,841,2634,8,9,0.03,0,86.28116211,61.29888916,613,11510,32,37,0.281,0,72.24147302,50.71691895,363,193,26,28,0,0,,,,,,,,,77.757927,56.52479553,780,5214,355,386,0.049,0
9/25/2023 21:30,,,,,,,,,74.78975623,52.72154236,846,2521,9,10,0.03,0,86.30046729,60.97845459,611,10214,31,36,0.26,0,72.35247778,57.27819824,364,129,25,27,0.005,0,,,,,,,,,77.7627533,56.47901917,779,4662,334,359,0.014,0
9/25/2023 21:35,,,,,,,,,74.81871399,52.34197998,860,2444,9,10,0.03,0,86.12189441,59.77682495,581,5875,34,40,0.13,0,72.80614941,55.7389679,368,148,21,22,0,0,,,,,,,,,77.78205847,56.35313416,772,4607,312,334,0.01,0
9/25/2023 21:40,,,,,,,,,74.8090614,52.31336975,865,2324,9,9,0.03,0,85.92884265,58.23568726,493,4136,32,36,0.059,0,72.16425232,53.07440186,388,168,28,31,0,0,,,,,,,,,77.80136365,56.3664856,768,4635,292,311,0.012,0
9/25/2023 21:45,,,,,,,,,74.77045105,52.39729309,860,2219,8,8,0.03,0,85.93366895,57.9667511,485,4291,32,35,0.068,0,72.25112561,52.05397034,404,183,25,26,0,0,,,,,,,,,77.82066882,56.47138977,768,4273,267,285,0.003,0
9/25/2023 21:50,,,,,,,,,74.75114587,51.88612366,868,2201,9,9,0.03,0,86.01088965,57.8256073,486,4408,32,35,0.095,0,71.88432727,51.47795105,405,179,25,26,0,0,,,,,,,,,77.54557007,55.68937683,770,3581,226,240,0,0
9/25/2023 21:55,,,,,,,,,74.70288293,52.5308075,879,3388,8,8,0.061,0,,,,,,,,,72.05324756,50.9190979,405,185,27,29,0,0,,,,,,,,,77.24151355,56.28256226,754,3087,195,205,0,0
9/25/2023 22:00,,,,,,,,,74.68357776,52.78639221,885,2918,9,9,0.052,0,,,,,,,,,72.02428979,51.34825134,405,182,24,25,0,0,,,,,,,,,,,,,,,,
9/25/2023 22:05,,,,,,,,,74.69805664,52.55941772,909,4102,8,9,0.074,0,85.88540601,57.53378296,545,4398,27,28,0.14,0,72.01463721,50.72264099,405,180,24,26,0,0,,,,,,,,,,,,,,,,
9/25/2023 22:10,,,,,,,,,74.66909888,52.91799927,872,3772,9,10,0.056,0,85.8081853,57.56430054,552,4263,27,28,0.14,0,72.0194635,51.02018738,404,180,24,26,0,0,,,,,,,,,77.63244336,55.85531616,759,3454,237,252,0.029,0
9/25/2023 22:15,,,,,,,,,74.61600964,52.8054657,867,3507,10,10,0.051,0,85.76474866,57.32588196,569,4074,26,27,0.141,0,71.95189539,50.65779114,402,179,24,26,0,0,,,,,,,,,77.00502515,53.12590027,766,2915,287,305,0.008,0
9/25/2023 22:20,,,,,,,,,74.62083594,52.43353271,868,3523,9,9,0.048,0,85.72613831,56.95394897,575,3787,25,26,0.138,0,72.08220532,50.85043335,401,180,24,25,0,0,,,,,,,,,76.05907153,51.32345581,754,2587,291,312,0.009,0
9/25/2023 22:25,,,,,,,,,74.61118335,52.3782196,858,3211,10,10,0.044,0,85.66822278,56.83378601,583,3738,25,27,0.141,0,71.83606433,51.4054718,406,184,24,26,0,0,,,,,,,,,75.43165332,50.18095398,737,2278,228,239,0.006,0
9/25/2023 22:30,,,,,,,,,74.55809412,52.38775635,840,2954,17,21,0.04,0,85.67787537,56.53242493,603,3561,25,26,0.14,0,71.94706909,51.3348999,417,191,25,27,0,0,72.63722913,60.43104553,634,125,28,30,0,0,74.95385022,49.41229248,724,2065,193,205,0.01,0
9/25/2023 22:35,,,,,,,,,74.58222559,52.13407898,835,2854,18,21,0.04,0,85.70683313,57.12561035,590,3538,27,29,0.143,0,71.99533203,51.33299255,418,192,24,26,0,0,72.60827136,60.78199768,616,128,28,31,0,0,74.63531482,48.7542572,717,1873,171,180,0.01,0
9/25/2023 22:40,,,,,,,,,74.56292041,52.44688416,836,2750,18,20,0.04,0,85.70200684,57.11416626,587,3439,26,27,0.142,0,71.88432727,52.20465088,418,183,23,24,0,0,73.33704175,60.08963013,611,141,28,30,0,0,74.32160571,48.28886414,715,1729,154,161,0.01,0
9/25/2023 22:45,,,,,,,,,74.53396265,52.52508545,844,2620,18,19,0.04,0,85.71165942,57.05503845,587,3513,26,27,0.147,0,71.99533203,51.67250061,418,190,25,27,0,0,,,,,,,,,74.14785913,48.72755432,706,1673,139,145,0.015,0
9/25/2023 22:50,,,,,,,,,74.52913635,52.13026428,858,2597,17,19,0.04,0,85.72613831,57.00354004,604,3538,23,25,0.15,0,72.04359497,51.56759644,416,189,26,28,0,0,,,,,,,,,,,,,,,,
9/25/2023 22:55,,,,,,,,,74.52913635,52.11309814,862,2518,16,17,0.04,0,85.73579089,57.14849854,616,3631,24,25,0.15,0,71.89397986,51.68013,412,186,24,25,0,0,,,,,,,,,,,,,,,,
9/25/2023 23:00,,,,,,,,,74.50017859,52.20083618,868,2475,15,17,0.04,0,85.7309646,57.34495544,622,3692,23,24,0.158,0,72.00498462,51.22045898,411,186,23,24,0,0,,,,,,,,,,,,,,,,
9/25/2023 23:05,,,,,,,,,74.50983118,52.46977234,876,2393,16,17,0.04,0,85.71648572,57.56811523,628,3750,23,25,0.16,0,71.96154797,51.85560608,409,183,25,26,0,0,72.87371753,60.3394928,628,121,29,32,0,0,,,,,,,,
9/25/2023 23:10,,,,,,,,,74.45191565,52.82263184,855,2359,20,23,0.044,0,85.69718054,57.77792358,630,3782,23,24,0.16,0,71.91328503,51.22808838,409,187,23,24,0,0,73.43839392,60.06292725,627,132,28,31,0,0,,,,,,,,
9/25/2023 23:15,,,,,,,,,74.37469495,53.13925171,843,4875,19,21,0.087,0,85.66822278,57.99917603,632,3825,23,24,0.16,0,72.04359497,51.21282959,409,265,23,24,0,0,73.81484485,59.86265564,633,140,28,30,0,0,,,,,,,,
9/25/2023 23:20,,,,,,,,,74.39882642,53.07440186,832,5703,19,21,0.125,0,85.6489176,58.14985657,635,3809,23,24,0.16,0,71.94706909,51.77359009,413,301,23,24,0,0,74.07546472,59.94467163,646,148,28,30,0,0,,,,,,,,
9/25/2023 23:25,,,,,,,,,74.42778418,52.92944336,827,6543,18,20,0.111,0,85.56687061,57.98963928,639,3607,22,24,0.157,0,71.98567944,51.39021301,421,458,25,26,0,0,74.04650696,60.56646729,666,174,29,31,0,0,,,,,,,,
9/25/2023 23:30,,,,,,,,,74.41813159,52.87985229,834,5995,17,18,0.076,0,85.29659814,56.58392334,688,2357,24,27,0.11,0,71.97120056,51.66105652,428,438,25,27,0,0,72.75788647,60.52641296,657,163,28,30,0,0,,,,,,,,
9/25/2023 23:35,,,,,,,,,74.35056348,52.79592896,843,5688,16,18,0.064,0,85.00219421,55.06376648,577,971,34,37,0.03,0,71.82158545,51.4054718,437,506,24,25,0,0,72.77719165,61.62313843,662,178,26,28,0,0,,,,,,,,
9/25/2023 23:40,,,,,,,,,74.32160571,52.58802795,849,5362,15,16,0.057,0,84.83327393,54.68229675,494,731,42,50,0.012,0,72.00498462,51.38449097,440,497,22,23,0,0,73.43356763,61.63076782,670,188,27,29,0,0,,,,,,,,
9/25/2023 23:45,,,,,,,,,74.37469495,53.23271179,847,6059,15,17,0.075,0,84.6981377,54.49728394,467,554,34,39,0.011,0,71.84571692,52.27331543,449,867,24,25,0.001,0,73.80036597,61.19398499,673,190,27,30,0,0,,,,,,,,
9/25/2023 23:50,,,,,,,,,74.40365271,53.5664978,837,5815,16,17,0.075,0,84.65470105,54.67085266,474,723,32,36,0.03,0,71.9374165,51.80029297,482,6270,24,25,0.001,0,74.00789661,60.96128845,681,192,27,29,0,0,,,,,,,,
9/25/2023 23:55,,,,,,,,,74.43261047,53.26895142,812,5408,15,17,0.06,0,84.71261658,54.70327759,547,1011,32,35,0.059,0,71.95672168,51.85179138,492,4818,23,23,0,0,74.04168066,60.64466858,686,188,27,28,0,0,,,,,,,,
